post_id,sentence,true_label,logits
1178712835800653824_twitter,<user> <user> thats a leap do black people who love black people want a black only nation do asians who love asians want an asian only nation these are assumptions you only make about white people simply because you resent them you resent us because we are were the majority,normal,[-0.9277739  1.3185704  0.4552758]
1179028195720536064_twitter,<user> some apologies are genuine and from the heart this is lame merely damage control but you can not control the damage of what amounts to holocaust denial with what appears to be an inter office style memo it inadequate you have deeply offended jews all over the world,normal,[-0.46733272  0.5863879   0.4211024 ]
19840406_gab,koko probably the father of these nigger kids,hatespeech,[ 1.2620137  -1.2193601  -0.28715408]
16511498_gab,the nigger tax strikes again,hatespeech,[ 1.1772275  -1.1752785  -0.42792335]
10177273_gab,o pleez god hates queers both <number> bamas are male both have a penis the mooch is a hideous anti america phony nothin to do with skin color hope mooch is jealous of our beautiful lady melania,hatespeech,[0.01799521 0.11315539 0.2285235 ]
9968459_gab,i hate that wailing muzrat shit,hatespeech,[ 0.09845593  0.08690648 -0.01223385]
1179098993600745472_twitter,<user> <user> fucking retard,hatespeech,[-1.412773   0.9604119  1.8195487]
23025821_gab,thelma and louise with a half dozen nigger kids in the back,hatespeech,[ 1.2046933 -1.1154839 -0.2177138]
1178595083534454784_twitter,good morning tonight i had a nightmare where all tj suddenly became horny for todd and people were shipping him with hank there were fanarts and whole threads about it and i wanted to kill every single one of you,normal,[-0.56442237  0.90759677  0.28236338]
20685925_gab,i guess i get complacent and forget not everyone lives in florida or has heard their names most anyone i talk to in a real life situation knows of them of course most anyone i talk to here is in agreement where liberals rats and muzzies are concerned,hatespeech,[ 0.40179387 -0.31284475  0.2364257 ]
24168193_gab,or the construction company hired some raghead sleeper cell asshole,hatespeech,[ 0.3191452  -0.22187538  0.03440467]
13075034_gab,jim daughty at the croton gazette is a nigger lover dickens sneezed a lot,hatespeech,[ 1.3587885  -1.2897729  -0.33153993]
23728077_gab,because that is freyrs job virility and why has not jesus turned your nigger blood white,hatespeech,[ 1.078253   -0.99591357 -0.22057399]
12006705_gab,how do you keep nigger kids from jumping on the bed you put velcro on the ceiling,hatespeech,[ 0.92125016 -0.85814947 -0.22615752]
1178610029273976833_twitter,<user> men can not be raped can not be abused that why they call it violence against women and children because men are always the perpetrators women come first even before children,normal,[-0.8092584  1.0378796  0.5221066]
15073757_gab,you promote articles by fat dyke pipe fitters that a fantasy,offensive,[-0.01247417  0.24189404  0.19520868]
1179064024094400512_twitter,nah bitch quit playing with me,normal,[-0.9365811   0.62990713  1.3666672 ]
24665773_gab,amy loves to guzzle down nigger cum,hatespeech,[ 1.1479454 -1.0558627 -0.3065177]
19399191_gab,it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away,hatespeech,[ 1.5852886 -1.5034664 -0.2889715]
1109896674166624256_twitter,do you see that nice black and red fish with a nice grin over there,normal,[-0.6389301  0.8177192  0.4459715]
27802700_gab,kikes like faggots because they make good pets just like the nigger the best kike pet is a nigger faggot,hatespeech,[ 1.5547323 -1.4979396 -0.2968748]
16921321_gab,lol good nigger <user>,hatespeech,[ 0.99230963 -0.88817126 -0.18720022]
21253188_gab,i do not know what i d prefer to see happen to owen him thrown off a roof by a moslem refugee or to suffer a long agonizing death by aid,hatespeech,[ 0.07185145  0.26127666 -0.12403478]
14550110_gab,is not a mudslime touching a boy dick frigging it with lubricant to get it a little hard then mutilating it with a knife sort of faggy or am i being a bitch mudrape,hatespeech,[-0.52506787  0.67349154  0.589883  ]
16596098_gab,fyi the relay nigger arrived shekels delivered,hatespeech,[ 1.1215891 -1.0329008 -0.3282112]
12580428_gab,specific threats of violence should never be permitted kill the honky is allowed as it is interpreted as political speech kill that honky at <number> main street is a specific threat and should be banned,normal,[-0.47438192  0.78410345  0.27971393]
16908788_gab,you can not culturally enrich a moslem,hatespeech,[ 0.6223938  -0.48485637 -0.17808187]
19084094_gab,the dirty wee paki that lives beside me came to my house there very upset said racists have been putting threatening letters through his door turns out it was a fiver off soap coupons,hatespeech,[-0.5179091   0.76354736  0.33787012]
21276945_gab,loll calling me a zhid and pedophile when i am neither,normal,[-0.5576073   1.0306265   0.10571352]
1177687442725494787_twitter,<user> 😭 😭 😭 okay cause she was mad as fuck like what the niggers do to you ma am 😭 😭,offensive,[ 0.73454654 -0.6219649   0.01074953]
1185184833640652800_twitter,is slutshaming still a thing yikes,normal,[-0.6859466  0.8627228  0.528084 ]
1179048241045872640_twitter,<user> 😂 mary my dear you can not kill yourself come back let us finish ourselves at ojuelegba,normal,[-0.6828031  1.0244027  0.3493575]
1179093514635882496_twitter,fucking retarded white people on twitter saying the n word hiding behind an anime avi virgin,offensive,[-0.5669739  0.3711111  1.1469396]
18229892_gab,mysterium tremens why do new yorkers continue to support insane kike djuggie schooma,hatespeech,[ 1.3246689  -1.2599406  -0.32538694]
1179077143592087553_twitter,<user> google aa girl having hair cut off by <number> white boys at the school where pence wife works cnn nbc bbc cbs they were all in and indirect smear of pence turns out fake but that is journalism these days,normal,[-0.7311095   0.9773209   0.47101915]
1179093145319084032_twitter,<user> <user> the mistake was that the dinosaurs did not kill all humans,normal,[-0.92555004  1.1705904   0.5709295 ]
20427890_gab,he called me a pig when i asked question lol he has no answer its just typical yid technique believe me even i lie otherwise it anti semitic,offensive,[-0.74910444  1.2299719   0.28321648]
3284473_gab,<user> trump acts like a president obama acts like a nigger street punk from chicago the clintons act like white trash spoiled crybabies and sore losers,offensive,[ 0.5585292  -0.3964715  -0.04228208]
22152349_gab,those are called niglets,hatespeech,[0.06064596 0.03648859 0.37876663]
1178992149037289473_twitter,sterling is a fucking retard,offensive,[-0.41957334 -0.09445788  1.7111949 ]
11311964_gab,another bbc poster paki stani,normal,[ 0.20686607 -0.2092316   0.3133018 ]
7672117_gab,he sounds like a clothing line i will start a line of robes called tommy goatfucker,offensive,[-0.47544676  0.81824714  0.19488269]
15132440_gab,tfw you are vice provost of diversity nigger equity vp of difference sameness at the same time <happy>,hatespeech,[ 1.2529633  -1.1857026  -0.35014373]
1163214633056047106_twitter,niggas love staying in contact with they old bitches,normal,[-0.97832555  0.7369395   1.4259468 ]
1179075753260077057_twitter,i will slap da shit outta white girl bitch do not tell me you want my nigger cock,offensive,[-0.2375745  0.2980433  0.3606304]
1178832944707915776_twitter,no chinks niggers or redskins ah i can already tell by the blunt racist dialogue from one of the white characters in the opening scene that this is going to be a good exploitation film,normal,[0.09345728 0.11511373 0.09014402]
17524246_gab,i am happy once the last kike hangs from a tree,hatespeech,[ 1.5832112 -1.5238333 -0.3924342]
1178914169426305024_twitter,<user> <user> speaking in tongues is not bullshit it cured world hunger eradicated disease and saved millions of kids from being raped and murdered oh wait,normal,[-0.9384195   1.3969078   0.44791493]
1178307077338329088_twitter,<user> <user> my son died of dementia at the age of three and i am currently amidst killing my self so a stanky ass booty pic from your ching chong ass would make my life so much better rn,normal,[-0.4248575   0.6861634   0.42099428]
1178861841780559872_twitter,<user> i fucking hate you,normal,[-0.82410306  1.2247974   0.24800697]
1179007711721279488_twitter,<user> the same people who defend a woman right to post ass pics on instagram are the same to try and push them out of a job and suddenly say it degrading to them will you ugly dykes pick something to be offended by and stick with it,hatespeech,[-0.6542091   0.95734966  0.40948987]
3009341_gab,muslim chaplain of the canadian army wtf why i am sure our muzzie friends and allies have a priest in their army hell i doubt there is one in the whole country fk islam can fam speak freely,hatespeech,[ 0.33134606 -0.21781157  0.04714271]
1179103371560718336_twitter,i am such a slut for fresh bedding,offensive,[-0.7487796   1.0945561   0.35089305]
1178866756435079168_twitter,i fucking hate wifi,normal,[-0.6941317   0.86061317  0.3870465 ]
12042275_gab,see how lefties turn on their poster girl aung san suu kyi mynarmar cos she will not bend to dhimmi traitor politicians un by appeasing moslems unhcr head is a moslem screams genocide irony yet mentions nothing of ongoing moslem genocide of christians in middle east me says go for it aung,hatespeech,[ 0.4108871  -0.24124636  0.04332593]
1178643316847431681_twitter,kashmir lockdown should stay for <number> years just like kashmir pundits stayed refugee for <number> years that would be a perfect poetic justice,normal,[-0.73714453  0.964424    0.4260062 ]
1178894690722054145_twitter,real street nigga ain t get nothing but some pain from it,normal,[-1.4934084  1.8281696  0.8735562]
24072943_gab,israel is the only democracy in the muzzie mideast and an american ally people who hate israel are idiots,normal,[ 0.6579761  -0.5956424  -0.00197037]
1178938601230475265_twitter,on god america be like i hate niggers but i will let a entity from the dark realm chill upstairs,hatespeech,[ 0.58588845 -0.4814946  -0.12392866]
25400457_gab,why jews are profiting from the us importing moslem refugees,hatespeech,[ 0.663699   -0.59660065  0.02562241]
18830189_gab,this coon is full of shit,hatespeech,[ 0.48679233 -0.47847903  0.2256732 ]
10512629_gab,we are being taxed with zakat so they can live lavishly fuck their zakat time to enforce the moslem ban that been around since the <number>,hatespeech,[ 0.30190542 -0.11037225  0.06821257]
24226678_gab,always thought that nigger was a faggot,hatespeech,[ 1.1856906  -1.1873457  -0.06211258]
1088092706457440256_twitter,i wana hoe out every time i hear thotiana,normal,[-1.0288701   1.0274119   0.90965503]
1178841789018640385_twitter,you all bitches always posting some faggot ass shit smfh,offensive,[ 0.44597065 -0.6331239   0.6244554 ]
15133126_gab,lol nice boomerposting hey does kike jism taste better on the shabbat you d know after all lol gimme more,hatespeech,[ 1.3040336 -1.2399482 -0.3204656]
1161396083530055686_twitter,this nigga a goat but switched his style four different times sure,normal,[-0.19101723  0.2417576   0.47718382]
14273688_gab,<user> your a faggot fucker coon boy suck my horse cock,hatespeech,[ 0.8658444  -0.9458479   0.28305197]
1179083154579177473_twitter,these freshman in the bathroom having a blacks cypher 🥴 diploma me plz this shit ghetto dawg,offensive,[-0.4156302   0.38100898  0.8068584 ]
1178930453488652289_twitter,the reply i and everyone else who complained got from edinburgh uni regarding their resisting white people tax payer funded globohomo propaganda conference was basically yes but racism so no currently penning my reply,normal,[-0.6250572   0.9935904   0.27599984]
26319949_gab,snow nigger does not want to be blamed for slavery and the sins of past white men but wants to take credit for everything else low iq bottom feeder trailer trash,hatespeech,[ 0.7175038  -0.6331869  -0.12687665]
1179014998670086149_twitter,ooh my car so retarded this bitch just farted,normal,[-1.0731678  0.6785535  1.5968809]
1179045150275846144_twitter,dressing your characters in big bud press is now tv shorthand for non denominational queer,normal,[-0.60284823  0.7562057   0.48537236]
6710056_gab,teacher asks class where is pakistan little johnny replies outside with paki steve,normal,[-0.8526671  0.9068725  0.7140948]
26342506_gab,now if only we can get moslem men to do this before their wives squat out shitlings,offensive,[-0.05885392  0.38244343  0.06645446]
1179076651834957825_twitter,<user> would have pressed that bitch and beat the faggot out of him,hatespeech,[-0.1152579  -0.11646584  0.9193391 ]
1178606198809141249_twitter,pope is asian you fucking dumb nigger,hatespeech,[ 1.3366649  -1.312246   -0.31676346]
1179101876677234688_twitter,<user> <user> i am not defending biden he is a fucking relic but to suggest his position is zero taxes on millionaires is dishonest,normal,[-1.259746   1.98372    0.3953052]
15353029_gab,oh snap do not they also have a large muzzie population there,hatespeech,[ 0.7840418  -0.79008514  0.16905561]
1178993190826905606_twitter,<user> my guess is that if she did get raped she would not murder the innocent baby many do not,normal,[-0.9318403   1.2729089   0.50640315]
1179066143794794497_twitter,<user> <user> amen i will put my <number> cents in and help as well the intersection of veganism women hip hop music and islam in sneaker culture,normal,[-1.1823404  1.8720886  0.4001238]
19900230_gab,filthy kike matt drudge throws in his two sheckels,hatespeech,[ 1.7801208 -1.7465274 -0.4407328]
19952772_gab,if we are being brutally honest here i am not pro because <user> is a scumbag piece of shit aziz anzari type arrogant entitled shitskin and i would not piss on him to put out a fire so mr torba gets nothing from me until he gone,hatespeech,[0.24133085 0.01097509 0.12939477]
12432342_gab,sherry fatso kim is not a threat yet the mil indus complex pretends that he is trump spoke about protecting our friends it is all bullshit,normal,[-0.6962227   0.99034905  0.39418018]
1178359154802597889_twitter,bitches be just as messy ass these faggot ass niggas,offensive,[-0.00431369 -0.20203696  1.0697827 ]
13651130_gab,lol gives a whole new meaning to bread basket lmao fuggen kike demon,hatespeech,[ 1.4263599  -1.3652538  -0.33106467]
17844735_gab,the other kike claimed soros wasn t prosecuted because he was too old bulan kike claims it was because he was too young shoah <number> electric boogaloo will not discriminate by age all are welcome,hatespeech,[ 1.333566   -1.2660594  -0.32281697]
10374353_gab,there is a link on washington examiner that suggests the dws it paki it aide has terrorist ties but the link will not post why washingtonexaminer com ron desantis fired debbie wasserman schultz aide may have terrorist ties article <number>,normal,[-0.06251082  0.16417459  0.3998269 ]
23143719_gab,because fuck sargon remember what these little niglets grow in to hahahahaha,hatespeech,[ 0.4262278  -0.42373627  0.37949955]
14606529_gab,he could have at least brought her some kfc and a <number> that street shitter is lucky the nigger did not have a chimpout and kill him 🙄,hatespeech,[ 1.0227118  -0.9428714  -0.27337125]
11004916_gab,and to pour more gasoline on the fire now they are cracking down hard on internet hate speech which is arbitrary and capricious whenever a sand nigger bitches some poor brit going to jail and these muslim parasites have bitching down to an artform helmets people helmets,hatespeech,[ 1.3421549  -1.2615509  -0.17756638]
26361372_gab,the wise nigger fantasy perpetuated on white america by the industry kikes meanwhile niggers cant even raise their own spawn raping <number> white women annually basically commiting all the violent crime in america,hatespeech,[ 0.84516543 -0.7602252  -0.18483508]
22303507_gab,your friendly moslem who went all allah akhbar today in france,normal,[ 0.4090436  -0.16671054 -0.08718617]
1179075749174792193_twitter,twitter faggot bitch,offensive,[-0.18719831 -0.2556709   1.2908494 ]
1179103951976882179_twitter,washed my all white vans for my holiday they have gone yellow lol i want to cry,normal,[-0.86095136  1.2718087   0.35135996]
23995229_gab,went to chik fil e instead of normal quick line of cars things are slow instead of nice how can i serve u greeting its like can i take ur order nigger girl specifically asked <number> chik file a sauce get home no sauce mother fucker export all niggers,hatespeech,[ 1.0498824 -0.9644086 -0.200378 ]
1092404962670178304_twitter,fuck these trifling ass hoes bruh,offensive,[-0.21054474  0.10687938  1.0114695 ]
23956986_gab,you just wrote some nigger words like the low energy obsolete farm equipment you are boy,hatespeech,[ 0.9915137  -0.89608186 -0.185323  ]
7573978_gab,if that was my mother that nigger would be on a slab at the morgue right now,hatespeech,[ 1.1478233 -1.1078575 -0.3862131]
12857719_gab,different caliber rifles being fired shoddy aim isis listed vegas as a city they are targeting if it looks like a dune coon and acts like a dune coon update it looks more like antifa but the female suspect did reportedly visit the me just last year,hatespeech,[ 0.4172083  -0.29382402  0.1727348 ]
7164097_gab,he has not done anything he deported a couple beaners so what even barry did that,hatespeech,[ 0.7164816  -0.641623    0.08734159]
19277792_gab,negro felon league ™ is for queers who like wearing the names of niggers on their backs while watching said apes throw balls around and watching poz laced commercials from corporate america,hatespeech,[ 0.07226676 -0.03093693  0.2661339 ]
1123358393517821952_twitter,additionally furries can also transmit the infectious disease of furfaggotry to others,hatespeech,[-0.47095105  0.8498479   0.193842  ]
1178285709964316679_twitter,<user> <user> <user> bring your canoe,normal,[-1.7027608  2.3135815  0.7918002]
22393483_gab,<number> <number> andme is a strange choice for this sort of thing given that it primarily works at the behest of the israeli government to determine who is a kike or not,hatespeech,[ 1.2485731  -1.1657996  -0.21895489]
16002165_gab,fuck facebook staff and their muscum loving scum trash subhumans can you believe they disabled my account for <number> days for stating muslims lie and deceive <percent> of the time are they fucking serious i guess the truth really hurts fuck islam and all piss dinking goat fucking sand monkeys,hatespeech,[ 0.2692252  -0.20100148  0.23385364]
21127890_gab,you deserve death if you voted yes cruz that dumbass spic was destined to lose,hatespeech,[ 0.8738061  -0.84547246  0.12810436]
26830113_gab,beatles when i am <number> you mean london stabbings you got that wrong lennon who fucked a chink,hatespeech,[-0.03708359  0.04326522  0.5098769 ]
1081965704939749376_twitter,you niggers are absolutely disgusting,hatespeech,[ 0.83928984 -0.757678   -0.00485811]
1174008783460323329_twitter,imagine them telling hobi what does his name means in arabic then when seokjin asking what does his mean bruh 😭 ✋,normal,[-0.531982    0.7105756   0.48642865]
1179101086407376896_twitter,<user> <user> <user> could you pray for all the kids who were raped by the priests and pastors over the past many decades maybe your jealous god could help his chosen flock keep there wieners in their pants god is not great,normal,[-1.1599962   1.7360725   0.47900343]
1178792037300211713_twitter,you all faggots really overhype anything kim petras only good songs are her halloween songs the rest is kinda trash 🤢 can not wait to listen to turn off the light tho omg,offensive,[-0.21010667  0.2220057   0.517972  ]
18088580_gab,keep laughing faggot while the kikes send the niggers and muzzies and wetbacks to fuck you out of your country your fortune and your dignity,hatespeech,[ 1.2222717  -1.1342714  -0.09218193]
1178762649187868674_twitter,white hall senior school staffs wish fellow nigerians happy independence day,normal,[-0.5691348   0.96441466  0.19610605]
21162135_gab,i am so glad i am home time to stare at the wall and listen to some sweet music see ya later niggerz,normal,[-0.6297366   1.0042686   0.28953564]
26629071_gab,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,hatespeech,[ 0.9332902  -0.83649975 -0.14107049]
1177988237765287936_twitter,portrait of a lady on fire screening in atlanta literally the day after i go back home to k*ntucky <censored> <censored> the universe really hates pretentious dykes i guess,hatespeech,[-0.07493626  0.35010007  0.17913033]
10144695_gab,kid rock is not white not by my standard has a half niglet rapper son make mud babies and you will forever serve the muds,hatespeech,[0.08753422 0.00455905 0.19099516]
1178794715056967680_twitter,no such thing as lesbophobia you dumb ass dykes,hatespeech,[-0.05032949  0.26340187  0.2754049 ]
1179072123949780993_twitter,<user> <user> the demo bots pin their hopes on massive illegal alien voter fraud operation too big to recount <number> the current mcimpeachment mcstrategy is designed to anger illegal aliens into mcvoting,normal,[-0.9667244  1.2735369  0.5945912]
1178615990491504641_twitter,<user> <user> if i am a faggot why would i be white knighting for a girl you need to fire your continuity department,offensive,[-0.44660982  0.68178856  0.44601756]
9886793_gab,um why does she have her aclu red panties on her head is that a sharia law thing or just ugly mussie women trying to attract men for sex can sorta see why mussie men chasing goats <happy>,hatespeech,[-0.47720405  0.73117447  0.34976724]
1179024873231978496_twitter,<user> <user> <user> you said clinton sexual harassment in the white house was his personal business therefore not impeachable this congressional hearing video is on fb shame on you,normal,[-1.4158406  2.1120405  0.5363151]
1084991014455201794_twitter,we need some women on here with actual life experiences the bachelor,normal,[-0.8522097   1.0162814   0.59987897]
1178556707720613888_twitter,<user> no he was some porch monkey who got shot by a mexican,normal,[-1.0632693  1.4514287  0.5017053]
1178546741160792064_twitter,if do not fuck with indie or house music idk your a faggot,offensive,[ 0.5245433 -0.7213833  0.7855605]
24590941_gab,pipe down nigger lover,hatespeech,[ 0.89863104 -0.8183233  -0.29497385]
27149193_gab,enjoy your kike faith,hatespeech,[ 1.6661596  -1.6136307  -0.36754724]
1185426001909747712_twitter,if you mix red bull and white claw you get pink blaws,normal,[-0.5285312   0.73097724  0.36578992]
1081320994244055040_twitter,that hoe only got time for his friends,offensive,[-1.2839321  1.177023   1.2173904]
3FI30CQHVKKYRC5XZNQF2KLEOQM6BC_nf_4,<user> fucking faggot,offensive,[ 0.04547202 -0.27265567  0.8815566 ]
27617732_gab,excuse me ma am does your nigger ass have a moment to speak about the day of the rope day of the rope,hatespeech,[ 0.7495874  -0.6024857  -0.26547304]
1179067734937747456_twitter,<user> now how about all of the deaths attributed to illegal aliens in tx do the rest of the victims and the families that will never see loved one agains texas,normal,[-0.54166853  0.71279895  0.4380887 ]
1179094989172690944_twitter,this neighbor at <number> has plates <number> d on his black audi is he going to kill me <number> days prior to valentines day or is he just an anti gay bigot who likes <number> d printers and hates on faggots now he has backed in the black explorer,normal,[-0.40236834  0.61356235  0.44400474]
1179086793259573250_twitter,<user> why keep the racial divide there no white person than condones what she did and does not recognize it as a crime a criminal got found guilty and will be sent to jail that what matters,normal,[-0.80983895  1.1818105   0.43126318]
1179084859832180736_twitter,i just thought about wtf i am doing and i am fucking retarded,normal,[-0.4160226   0.21204492  1.1572615 ]
1178992928448028672_twitter,<user> <user> but im a good goy i dindu nuffin,normal,[-1.2686123  1.8639158  0.516781 ]
19939869_gab,nigger lovin fgt,offensive,[ 1.1805528 -1.0852243 -0.3489642]
20069758_gab,hating beaners is so easy,hatespeech,[ 1.198398   -1.1471097  -0.09351825]
1178401026308636672_twitter,im anti racism but pro normalizing words like faggot and nigger and kike and so on theyre just words lmao,hatespeech,[ 1.5869391 -1.5256664 -0.4209552]
1179097546762924033_twitter,<user> fyi i m claiming war queer fuck em,offensive,[-1.1458148   1.718472    0.42028615]
1178934864684470273_twitter,<user> oh my the niggers gonna be pissed,hatespeech,[-0.42870024  0.71158206  0.24845648]
14691735_gab,looking at all this nigger ruin wondering when we starting spelling detroit with a z,offensive,[ 0.991563   -0.9596148  -0.31736723]
25981841_gab,few weeks back he quoted a statistic from the government regarding the percentage of paki muslim men involved in rape of young children,normal,[ 0.07181406 -0.01053393  0.28502786]
16430676_gab,i never thought about race in terms of iq or nationalism it wasn t until the stupid left under dindunuffin obama that the anti white screed began to get loud and now i am a white nationalist thanks to the racist left i am embracing my ancestry my genes my origins white and proud,normal,[-0.6987756  1.1450977  0.2735089]
23886817_gab,lol i am not british that must be the turkish ottoman sandnigger seed floating around in your brain well that what happens when you fuck niggers,hatespeech,[ 0.8266772  -0.7789174   0.05445571]
1178628912663805957_twitter,the original queer eye for the straight guy is iconic those netflix faggots could never,offensive,[ 0.19740805 -0.24529494  0.40550923]
13522325_gab,they are allowing this beaner on ellen degenerate show because no one but thots and other assorted sjw wymyn watch that shit,hatespeech,[ 0.7466609  -0.64977294 -0.00125153]
1178831150053244928_twitter,once again i clean the community health center albeit they left the community for the burbs but want the people to come here anyway she bitched about treating a refugee from uganda because that country should be taking care of her sigh,normal,[-0.14311318  0.19182879  0.40644866]
1179074111076814848_twitter,<user> lmao 😂 eses charged me under <money> fuck them white folk lmao,offensive,[-0.8994622   1.3819456   0.35685617]
1178404812347412480_twitter,white people at school using the word ghetto on their instagram story please mickenzie explain to me what you mean by that word 🤨 🤨 🤨 🤨 🤨,normal,[-0.8448308  1.072247   0.5558994]
15673157_gab,you alt lite queers need to pick a side pro white or anti white race mixers and thot defenders deserve the rope,hatespeech,[-0.3282172   0.57807034  0.21076423]
1179082549617930240_twitter,<user> <user> what an idiotic comment white people are not using these asians to sue harvard the asians are suing on their own initiative hypocrite hari also known as the neckless one is trying to insidiously scapegoat white people in his anti white bigotry,normal,[-0.6716219   0.9947286   0.41554058]
1179072805184446464_twitter,<user> <user> <user> u talking about the white supremacists neonazi sympathizer called djt 🤔,normal,[-1.3591397  1.859634   0.663796 ]
1179096372479320064_twitter,<user> <user> <user> no one wants to leave one homeland and go somewhere because they were forced thats why they had to leave their home land and roam like refugee,normal,[-1.0102597   1.407319    0.53202075]
1179093526098743296_twitter,the haters who have high self esteem and see me as lower or try laughing at metrying to be egotistic and narcisstic ass fuck whether single or not and think their life better than mine deserve a big fuck you too,offensive,[-0.5612358   0.84213024  0.34722325]
1179092483390746625_twitter,whenever i say redneck in front of white people they act like i said a bad word,offensive,[-0.7339578   0.79484844  0.7536335 ]
1179086935459057665_twitter,today one of my queer white students says i know they say vsco girls are defined by saying that the tea and and i oop but actually they are just appropriating black queer culture which is actually the tea sis train them up and watch them fly you all,normal,[-0.87226635  1.3311383   0.38962054]
25954119_gab,perverted old kike drooling over yentas sad,hatespeech,[ 1.402296   -1.3281853  -0.34109184]
7894283_gab,there is a yid involved in very single breaking story out of the white house it interesting that jews are over represented in our government but can somehow avoid blame for any failures in governance it as if the media is somehow colluding to absolve them of any guilt,hatespeech,[-0.05937729  0.07199829  0.5056384 ]
11080346_gab,a mudshark is a white woman who is only attracted to black men a thot is a whore every mudshark is a thot but not every thot is a mudshark,hatespeech,[ 0.5482508  -0.4798922   0.10296703]
1179045983495299079_twitter,<user> i do not think i would stay with a men who raped and took advantage of woman,normal,[-0.9128518  1.4812611  0.292902 ]
1104286696089309184_twitter,actually trapsoul is still that nigga still still,normal,[-1.2161846   1.7208934   0.50687516]
19267095_gab,why are they bringin all these moslem niggers in our countries and puttin concrete barriers police and military around our public places and events would not it be easier to just put them in cages,hatespeech,[ 0.88863194 -0.7650903  -0.14090833]
11624057_gab,i know my previous post was pretty cucked i believe in enforcing the law but this guy was a good kid why can not we just deport the shitskin muzzles instead that why i mainly voted for trump,hatespeech,[0.02976904 0.18020706 0.13040656]
25995789_gab,do dykes keep their nails short,hatespeech,[-0.3093379   0.26389775  0.6384011 ]
1178101883602272256_twitter,my ching chong is so cutie,hatespeech,[-0.3812516   0.66425866  0.3386421 ]
15958984_gab,exactly no mercy for the shameless unapologetic unabashed nigger fucking e slut cam whore how can you expect to be forgiven if you are unrepentant <user> you owe us bigly we made you and we can break you,hatespeech,[ 1.046185   -1.0035739  -0.30948845]
22100176_gab,labour concillor in telford more concerned about someones words on twitter than paki moslem gangs raping white children,hatespeech,[ 0.74361014 -0.6758872  -0.04049799]
10482092_gab,squadron leader gibson raf won a vc on the dam buster raid he had a labrador called nigger they told us not to call them that anymore so we called them gibson dog or gibson for short,hatespeech,[ 0.85882384 -0.7315341  -0.15459037]
1143479082157576192_twitter,teen choice blackpink choice international artist <user>,normal,[-0.7831537   1.2437652   0.28032693]
1179097091089371137_twitter,why are the most extreme feminists always lesbian dykes trying to be guys anyway,hatespeech,[-0.06674406  0.01661675  0.6255871 ]
1179089443417808896_twitter,<user> where were you hypocrites ur democracy human rights etc etc when kashmiri hindus were being butchered looted raped forced to flee their homeland n become refugees in their own motherland,normal,[-0.6125289   0.751305    0.50185835]
1118625457010823169_twitter,why does it smell like black sesame mochi,normal,[-0.6703891   0.94324845  0.3677607 ]
1178830333246087169_twitter,<user> so basically she saying amari dindu nuffin,normal,[-1.3235276  1.8923146  0.5360432]
1179081041866186752_twitter,furthermore they keep showing us as like videos full of white asb kids which is so time deaf for an area that is <percent> non white,normal,[-0.3581786   0.6528123   0.22928703]
1178695768976302080_twitter,the mcu wants what disaster report by matthew del tubo has,normal,[-0.59749043  0.83079344  0.390793  ]
10590985_gab,i do not encourage kafir kids to drink from moslem cups tissue is haram to them they wipe their ass with their hands,offensive,[ 0.3763625  -0.22028421 -0.01551259]
12731678_gab,and what does that make you a hearsay peddling moron what is a kike anyway what label may i place upon your genius how about peasant,offensive,[ 1.8077437  -1.725785   -0.28021002]
1084340331099971584_twitter,kick the doors off cut the tires up burn that bitch,offensive,[-0.41711634  0.27036536  0.9427962 ]
1090022971303968771_twitter,<number> <number> people are removing shoes,normal,[-0.92248493  1.2470455   0.5616683 ]
1178706014507548675_twitter,non lesbians stop saying dyke,offensive,[-1.0764042   1.4375451   0.49131992]
22283835_gab,who the fuck is goatfucker hamed halts maul du beschissener hinterlader,hatespeech,[-0.30126613  0.67243963  0.17185107]
1178910429483065344_twitter,and was marred by reported irregularities including ballot box stuffing and intimidation of opposition polling agents and voters during the campaign leading up to the election there were credible reports of harassment intimidation arbitrary arrests and violence that made,normal,[-0.5809803   0.8735027   0.29981405]
19956346_gab,note no nigger was harmed during the making of this film,hatespeech,[ 1.0783343  -1.0190761  -0.25262514]
1186738559002337282_twitter,spread you bitches like a butter knife,offensive,[-0.38840023  0.1283454   1.2074343 ]
1123306824571158529_twitter,fell outta love and found a boss bitch,normal,[-1.145939   1.0646342  1.1585674]
17958017_gab,do not be aggressive says the nigger mandela fuck that,hatespeech,[ 0.9635065  -0.87889904 -0.2719742 ]
16188507_gab,i think it time for another hindu kush only thing the muzzies ever did that was worth a shit was genocide about <number> mil of <user> coethnics i have been in some valleys full of skulls up there beautiful,hatespeech,[ 0.4278759  -0.22561707  0.09252501]
1179049468764839943_twitter,<user> same we should just kill all the da ron of the world,normal,[-0.70224166  0.9607242   0.35241392]
14811410_gab,mead mutton and a proper medieval mace ball we can take a roman bath afterwards as if you do not wash greasy kike blood off within a certain period of time the parasites they carry are very hard to dislodge <wink>,hatespeech,[ 1.5171053 -1.4756911 -0.4093218]
